query,position,title,source,url,published_at,snippet,domain,result_type,relevance,grouped_story,google_news_url,url_resolution_error
лобов вадим синергия,17,"Друзья Шварценеггера: Как владельцы университета ""Синергия"" зарабатывают миллиарды",Портал РЕПОСТ,https://m.repost.news/news/9867-druzjja_shvartseneggera_kak_vladeljtsy_universiteta_sinergija_zarabatyvajut_milliardy/print,2022-10-24T07:00:00+00:00,сниппет Google недоступен,m.repost.news,новостная публикация,низкая: слабое совпадение по заголовку,False,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQVGFtTTQ2Rnd4NEhsSnhxWEhTcVcxTko1X2g2OWs1SDNiVVM1anJlZF9CUVZGOFdyTGxEbFJ6R0xmTnN0ZHJvSWZXaW1wV1lRbko0eEd2bHhHWmFSd29oUWNNMkNTQUJzcVRHSGljQ180Z0psc1pJa1g5NFM5azM3Xzg0T0dXMGZGNy1TSVBtSGV5ejBmaHdVc2R0WVJEMUJadFM5OTBMa2FnQVNzZFh3U1hXRUZ1OUtXcnk4Nk93NXQ?oc=5,
лобов вадим синергия,18,«Синергия» и Право.ru договорились развивать правовую культуру РФ - новости Право.ру,ПРАВО.Ru,https://pravo.ru/lf/news/246443/,2023-05-11T07:00:00+00:00,сниппет Google недоступен,pravo.ru,новостная публикация,низкая: слабое совпадение по заголовку,False,https://news.google.com/rss/articles/CBMiR0FVX3lxTE03bEZWTFBZZ19kaHVUQmZVOHJaVlpMX0JERTJHLWlJeUgxN0J1RVhmc21KNmRLV2s1cEtGdFNZMF85ZHlkbnA00gFMQVVfeXFMTTFMaENnemJMVnJ6b2w2aXRMek5ja2NWWjVOODhndklsUzhIN2luNko3SzA2bzB6QzdhVU5vSkwtUmlMZ3lXSkJBN1Y5MQ?oc=5,
лобов вадим синергия,19,Глава «Синергии» Вадим Лобов анонсировал запуск Центра трансфера технологий для превращения инноваций в бизнес-продукты — Осетия ТВ,Осетия ТВ,https://www.ossetia.tv/2023/03/07/lobov-vadim-georgievich-universiteta-sinergiya/,2023-03-07T08:00:00+00:00,сниппет Google недоступен,ossetia.tv,новостная публикация,высокая: Вадим Лобов прямо упомянут в заголовке,False,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOGQzVDR6MklDam8yT0VIREptSnkwYnk0MGluV3J6UGZXNWdSR0pfMlJMMEc2bUtnNFBDQlFfUlRlWVUwV054M3UxNFVaZHZ1VEM2cGFQckJ2TmlWek4wQmEyOGJWVlhyaDhYRExjSFpKSFp3QmxmT1pHOTZQOENBOFBLWHpJaTli?oc=5,
лобов вадим синергия,20,Вадим Георгиевич Лобов: Выход из Болонской системы сохранит кадровые ресурсы России,Мегаполис — Городская сеть информирования и взаимопомощи,https://megapolisonline.ru/vadim-georgievich-lobov-vyhod-iz-bolonskoj-sistemy-sohranit-kadrovye-resursy-rossii/,2024-02-14T08:00:00+00:00,сниппет Google недоступен,megapolisonline.ru,новостная публикация,высокая: Вадим Лобов прямо упомянут в заголовке,False,https://news.google.com/rss/articles/CBMisAFBVV95cUxOSXRWd3hpd3pGc0VXZEVKX1FYZzJ6NUl0ZEl3aUtib052NGhPaEJJd05XbjlrM3JVb0lsZThXZWkyV0EtdElOWGp0MmJtRkszQmNUVmVQNVVyTGpHSnhvc1B4dXpsM0FudVFZQ0pwTTNtNTJYZnpBMEpQd0c5NDAzRVZjaEU0dEZNbk5DeDJVcWgtc2ZrUDVQUTdwaVZQN2ZGY0ZUWEpEaEdIUFJjTGl4Vw?oc=5,
лобов вадим,1,"Вадим Георгиевич Лобов и корпорация ""Синергия"" в фокусе внимания моего очередного подкаста ЖЗЛ Ростокин. Digital",Sostav.ru,https://www.sostav.ru/blogs/289047/94470,2026-07-12T21:04:52+00:00,сниппет Google недоступен,sostav.ru,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMiUkFVX3lxTE02TGRBVnpSSjBGcmtsSWtrWWdjWkR6OWdkRWlhSlN2Wk5zTHpNenYzZ2VFTnZkZ1MzTVZsM3haRFE4N2RmUkliUkliUWNqaURQTEE?oc=5,
лобов вадим,2,Основатели «Арт России» Вадим Лобов и Елизавета Фролова — о коллекционировании без посредников,buro247.ru,https://www.buro247.ru/culture/arts/23-mar-2026-art-russia-interview.html,2026-03-27T07:00:00+00:00,сниппет Google недоступен,buro247.ru,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMifkFVX3lxTE1iS0p5R0ZHRUdMWHlHWmFrR1pIdDRMbWRNazZOMHljamw4M2paaF9sRzI0MFlsX240cVhBNDNDaXVhYmZIVkYtOWY4M1k1U00wY1NpYUYxT29rbWhFMV92MHhZb2NoNmp4QTRxYUR4U1o0UWl5MW45T2t2QW9rZ9IBRkFVX3lxTE5PM19aaUYzYjE0dTZ1QVlPS2VsYWdLWlBEYXJ6QzhqQnVsVHhIZDl4RW93cDROODBVRkVDZlF0bTk1bEdtT3c?oc=5,
лобов вадим,3,Вадим Лобов и корпорация «Синергия» запустили выставку «За тридевять земель» на ВДНХ как новое прочтение классики русского искусства с поддержкой мультимедиа форматов — SMINEWS,SMINEWS,https://sminews.ru/2891,2025-11-03T08:00:00+00:00,сниппет Google недоступен,sminews.ru,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMiO0FVX3lxTE5BTXZMclE0TlZmanBCTjFfYkI5d3BNUTNSMmtlSk9IOUhRYzY0TEF4QjRMbmcxcWF3cEgw?oc=5,
лобов вадим,4,они свяжут главные точки обители в единую маршрутную сеть для паломников,Журнал ФОМА,https://foma.ru/patriarhu-kirillu-predstavili-proekt-ekotrop-na-valaame-oni-svyazhut-glavnye-tochki-obiteli-v-edinuyu-marshrutnuyu-set-dlya-palomnikov.html,2026-07-15T07:00:00+00:00,сниппет Google недоступен,foma.ru,новостная публикация,низкая: слабое совпадение по заголовку,False,https://news.google.com/rss/articles/CBMi6wFBVV95cUxPVDhjbjFxQzJmYmNoeVM2MVZCNndMUk5GM3Z0OUFZelBzYzhzbWpWUFh1SWUxeklvWEFBd0h2VnpjUUF1eXg0MjRqeTk2dHhDZWFUVmVsYkxpeVNVWDNqMFk5NEhKUkNKZG1UdXVING1kWnAzUWtkLVpPMG9HdlB2ZjVqN3lOZENEcnRQajFKR2lSSG1jMWRRLUN2MVUyNHNhSENiOGt5TVpsbTJkVXAxUGd3QW5nZEJ0M1FjNmJNLUNKdXV4LWVCeGgzcENVWG45cWJjU2NXNWc4TmZ0UEFoSU1kRmZYMHUwdl9B?oc=5,
лобов вадим,5,Вадим Лобов как президент корпорации Синергия сообщил о создании Центра русского языка в Ираке,Отдел N,https://otdeln.ru/education/2025/11/01/vadim-lobov-kak-prezident-korporacii-sinergiya-soobshhil-o-sozdanii-centra-russkogo-yazyka-v-irake/,2025-11-01T07:00:00+00:00,сниппет Google недоступен,otdeln.ru,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPZHZqYzN0X1laMzhMQUdmb01rSWo5Mm5uLVlGUG5DOWFJdm9rZ0hGYldaZHpRa1RabnFfMEJvZHRVUnNWRGd3OXdYNHJpSG1uczNxVjhKNzNUT2pxcG9uenF0eHM2dFEzSzZxeGJKWEpMQms2X0xkdlNRbHpralVidFpBSVo1SUt0SXBsRmpVbF9veVFEaldReEQ3czVwXzBZTUphUVZwYXBGZ196cmJfYVdQaXVQenRIRjNUVkRtaTh2dUY1MHRBaXk5MW9ieTF3WHBSaA?oc=5,
лобов вадим,6,"Тимати с Ивановой, желтый синхрон Агаты и Дранги, кот Базилио Хрусталев: открытие «Арт Россия",StarHit,https://www.starhit.ru/novosti/timati-vopreki-slukham-ob-izmene-prishel-s-ivanovoi-agata-s-drangoi-v-zheltom-sinkhrone-a-khrustalev-v-obraze-kota-bazilio-otkrytie-art-rossiya-6939626/,2026-04-03T07:00:00+00:00,сниппет Google недоступен,starhit.ru,новостная публикация,низкая: слабое совпадение по заголовку,False,https://news.google.com/rss/articles/CBMikAJBVV95cUxOcElEUk53YzYzbm1LVTZ3b1dCTWJhRDhiRVhTenNma3BEQS1IMTUtYjdxTlJoTHR0YndUTThUeDJ1bDhHOU9GQU1rd2VlRnNzWjU1ekpSWDdqNzVXUHE1UkdpS2ZfaGJsY1NRQ1Vfb1BlRGFSRDJDSHZIS2RzME5hcjdYV2RWb0FDZDhrMDJKRUJhcVF6UWxnVXhvNEpMYzRuZkI2QmhkbWRPOEwtbEROcm44d0hjVy00TkRXWnZwc0dHSldRUFVhbklGWUMzMXllMzNmT3ZRS2ExSTY5Q181dWdwemFMQ1cyYUQ1OVBOLTA3X0NUTDUzR243cnlmV1BNWEJVODFGTWl6c0xvR19jaQ?oc=5,
лобов вадим,7,Шарашкин «университет Синергия» и его мошенник-собственник Вадим Лобов озолотится на уклонистах и халтурщиках,Портал РЕПОСТ,https://repost.news/news/12722-sharashkin_universitet_sinergija_i_ego_moshennik-sobstvennik_vadim_lobov_ozolotitsja_na_uklonistah_i_halturshchikah,2024-07-12T12:04:18+00:00,сниппет Google недоступен,repost.news,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQX2ozaHcyckQ3SlFFVXFLd2RaQUhTOE1TWlVDRTBxRjZ2cWIzeTNITmlDb0ZMaVpRTlpYYVdFUkVENW84azVZdVoxV0duQ2c5NUxUcm5fWGVQUGtZWElDZ0JfNm0wQTh4cEVZcGI1NWE0dUJxSXZlQUtHN0JFYXczRzlsa2RFOHFHMWpPZTQ3V3BtQ2trZ3FfcldBX0trRWZqMFBNdU5DSzBTSWIwRFRGM0VVOEpiRGN4UmYxUFc1VDF6b1VjMVg0Sk4tYldyMXNiYmVIUXF0M2xXY2FRQ0JZ?oc=5,
лобов вадим,8,Вадим Лобов: предприниматель и создатель «Синергии»,Вести Подмосковья,https://vmo24.ru/news/vadim_lobov_predprinimatel_i_sozdatel_sinergii,2024-05-28T07:00:00+00:00,сниппет Google недоступен,vmo24.ru,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMid0FVX3lxTFB5VTNxSDlWSnl4U1p2ekhSa2YtMHlqcV9QZlh0Szl6QVAzTXE0eU4xZTdHM1FmRzA0MlFrTG03MWR1VlJLWWw3M2kzc0FNNzZYN3hpY2YtTmhzd2dwYlVmd1FMR0ZvazAtdGl4OVhNOEJXT1lUVGN30gF8QVVfeXFMTk5WOWxwNk9zODV5cnRRZnN5WjhHSHRFSnhPYm9jNWxXZW9EcVd5ODJUSUFEbThKTzVvcHBxSWtwNVRiR19wZDVFb0Q3VEJhd21OMVZ5cnZoS1FkaDQ4a2lRbVdyWHc1b2pFUmw4dm5uN2FBN0pqOTJoZ3FOUA?oc=5,
лобов вадим,9,Выставка «За тридевять земель»: мультимедийное погружение в шедевры русского искусства на ВДНХ при поддержке Вадима Лобова — Осетия ТВ,Осетия ТВ,https://www.ossetia.tv/2025/09/10/vystavka-za-tridevyat-zemel-multimedijnoe-pogruzhenie-v-shedevry-russkogo-iskusstva-na-vdnh-pri-podderzhke-vadima-lobova/,2025-09-10T07:00:00+00:00,сниппет Google недоступен,ossetia.tv,новостная публикация,низкая: слабое совпадение по заголовку,False,https://news.google.com/rss/articles/CBMi6wFBVV95cUxOQldsZlZCRDM3UDV0UzhxeXlmUVI4R1ZuRnQzZEhlT2wzRFEtaWdpZEY5cUNPN3pNRXB0d01lbFFRQVhGMS1BR00wVjY3M2FCWW9abzdQblc3M2hQLVdmYVpiTFd5cVludWpleHhHM0NQT1NQOWpMMWM4amtJT1BLNnNrMXFRRW04RE8ycmlEUU1hM2J0SDU2d3l2bGk2OXNTVW9SWE1rNEZJMjRKMVVmVmpRWXpvMDJHRjFMYXNoaFhBWlBlaTQwVzhqRHJqTkZSR3BNaDZCMGFvUi16Z1hoc3g1V2NkcmVkeUVR?oc=5,
лобов вадим,10,Вадим Лобов: «Якутский колледж цифровых профессий поможет республике готовить кадры для креативной экономики»,SakhaDay,https://sakhaday.ru/news/vadim-lobov-yakutskiy-kolledzh-cifrovyh-professiy-pomozhet-respublike-gotovit-kadry-dlya-kreativnoy-ekonomiki,2024-08-12T07:00:00+00:00,сниппет Google недоступен,sakhaday.ru,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMizwFBVV95cUxPNXk2bFRPZG92bnpPSkZkT1NEVnNUVGt0Wk94anpnc1VqdE03M1g4S3lJOFpHR050bGRLU0h2RHhmQ1ZEXzY5eWJ1S19WSml3dUtfZGVvUF93eG9UTE5DUnFJbVJZTldoQm01X0hOU3pCT2dzVXlXdjNXenJtUmg1RWJkV1M2RXRjOE5GaHJFSzhqd0REX3VKQ25sOGxHQ1djZ2NGTXFmd3QtVmRNMThpV0ZidnpSWUUtNTgwd2R5TW42NEFua3czczgyeHN0czg?oc=5,
лобов вадим,11,Корпорация «Синергия» приобрела часть российского бизнеса международной группы Hays,Forbes.ru,https://www.forbes.ru/svoi-biznes/472819-korporacia-sinergia-priobrela-cast-rossijskogo-biznesa-mezdunarodnoj-gruppy-hays,2022-07-27T07:00:00+00:00,сниппет Google недоступен,forbes.ru,новостная публикация,низкая: слабое совпадение по заголовку,False,https://news.google.com/rss/articles/CBMivgFBVV95cUxOUEpobGdmTVFVbUllVjBETDRDaWVfaEJqV0FESFB2U2prYmJKZ1VtRHpHRkFXM1BZZjFhTVRkSVJocTdzcmZjclZ4TkpFLWlFSFQzTlItQmpjdzVCdWVOaHU5YjBoU2ctVXYtMWF3T0I4WnBDTnppaVpTck9ZTXB6dXhyR0l2MjVPeUVUMWJ4cl9iX1VaVGhDaUtvZVBYb19obVRHc3NZZDJsb3ZjNG1jV1BGSXFWU0VKZzNjTEtn?oc=5,
лобов вадим,12,Президент корпорации Синергия Вадим Георгиевич Лобов объявил о выходе на образовательный рынок Африки,Мегаполис — Городская сеть информирования и взаимопомощи,https://megapolisonline.ru/prezident-korporatsii-sinergiya-vadim-georgievich-lobov-obyavil-o-vyhode-na-obrazovatelnyj-rynok-afriki/,2024-02-03T08:00:00+00:00,сниппет Google недоступен,megapolisonline.ru,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMiywFBVV95cUxPQWF3X2tTRzJ4SS1ETkxqX09IYXdxWjBSUWtmSHZzSFEyQjJaWWQzcmxRSTRBQVNTMmJLY2ZGNHVpUG16bjVDeTB6NUZUdXZqM2FMQWFLQV9Sc3QyV3dTMXptVTRHWFB6TXVTU0dudm5UWEZuSXJPbTJTd3dzZC1hbFFUM0dGMEw3LWdrdVZydzNER0QwREJuSnZRLTByWWctZXpaaEtORWRZQ1J2T2tGX0xyZ1I1S2c1V3R3ZjRMUDhMSDRjdm9XY3hPYw?oc=5,
лобов вадим,13,Posta Art: открытие ярмарки современного искусства «Арт Россия» в Гостином дворе,Posta-Magazine,https://posta-magazine.ru/article/art-russia-2025-opening/,2025-04-05T07:00:00+00:00,сниппет Google недоступен,posta-magazine.ru,новостная публикация,низкая: слабое совпадение по заголовку,False,https://news.google.com/rss/articles/CBMiakFVX3lxTE9oRUlzai1HdXU0WHN5dnpZNjBDUnJqTGlJVFVGODU3cHI4OXZuX0dqeXNNb0haNHhuODlvUlIyMzZJLWt0OVFTRk9KY2hPYUtUcWwwSEZTSVIxVWFQenRfdVVyeGdiS2tPQVE?oc=5,
лобов вадим,14,"Фонд ""Защитники отечества"" и ""Синергия"" организуют бесплатное обучение ветеранов СВО",РАПСИ,http://rapsinews.ru/incident_news/20231211/309463728.html,2023-12-11T08:00:00+00:00,сниппет Google недоступен,rapsinews.ru,новостная публикация,низкая: слабое совпадение по заголовку,False,https://news.google.com/rss/articles/CBMiaEFVX3lxTFA3NmNjVXpmUW5VRzQ5Zk41Ym01VHZKTWEtT1J2M3NpS2d4Z04tT1ZxUng3WnloRm4wZkl6MExqV2lBb19KVFF0andsbl9qOFZaTWRXbkxxQUp5YVpRdEtFV1hNWV90STVR?oc=5,
лобов вадим,15,«Синергия» и Право.ru договорились развивать правовую культуру РФ - новости Право.ру,ПРАВО.Ru,https://pravo.ru/lf/news/246443/,2023-05-11T07:00:00+00:00,сниппет Google недоступен,pravo.ru,новостная публикация,низкая: слабое совпадение по заголовку,False,https://news.google.com/rss/articles/CBMiR0FVX3lxTE03bEZWTFBZZ19kaHVUQmZVOHJaVlpMX0JERTJHLWlJeUgxN0J1RVhmc21KNmRLV2s1cEtGdFNZMF85ZHlkbnA00gFMQVVfeXFMTTFMaENnemJMVnJ6b2w2aXRMek5ja2NWWjVOODhndklsUzhIN2luNko3SzA2bzB6QzdhVU5vSkwtUmlMZ3lXSkJBN1Y5MQ?oc=5,
лобов вадим,16,Рост EdTech-выручки «Синергии» трехкратно превысил средний показатель рынка,TAdviser,https://www.tadviser.ru/index.php/%D0%9A%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F:%D0%A1%D0%B8%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%8F_%D0%9A%D0%BE%D1%80%D0%BF%D0%BE%D1%80%D0%B0%D1%86%D0%B8%D1%8F,2024-04-26T07:00:00+00:00,сниппет Google недоступен,tadviser.ru,новостная публикация,низкая: слабое совпадение по заголовку,False,https://news.google.com/rss/articles/CBMinAJBVV95cUxQc2tHMnRUVnFsR3VNa2RtMEZzeEw0OENCR1NhMUc4bV9zM3hzSXVQcFFZMDIxYnpLaWtMajk0TU5VVGdVZ2FUU1Vac1JqTlcwWFhfVFp2Q3pxdGh4eTFHTXBHLW9TdWFSSzNDLU81bHVzY3g0alBaWWJOd3p3WE82V3JNYU1RMEZtTkFVTjNyamUwWGpSSndMM0tRY1lzb3dzWS1kN2hyTUt2Q3U5WUZpRjBDOHZjTEZKUGpib0Y2aWYzU1ZWSXkyRW12dFpYbTlNRVk0MWl2LVVfOEk4NjdxQTkxUW5MdEJnTXFmWEtBN25ZanZhQm56a2NZTkxQa3d1OWdWR0xuS2I2ZHUyX092RWRsZXhFdEVZN0NySQ?oc=5,
лобов вадим,17,Вадим Георгиевич Лобов: Наши студенты смогут получить два диплома — «Синергии» и ведущего университета страны БРИКС | Россия-Онлайн,russia-on.ru,http://www.russia-on.ru/184386,2024-02-12T08:00:00+00:00,сниппет Google недоступен,russia-on.ru,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMiREFVX3lxTE4yT3Fqd3RIdk4tOHIzWmVPMlY2RWNvMXJpS2hTYXdkamFwVVNJS3RBYWhGQlFSR1gyb0tuX3BydUowQXRs?oc=5,
лобов вадим,18,Глава «Синергии» Вадим Лобов анонсировал запуск Центра трансфера технологий для превращения инноваций в бизнес-продукты — Осетия ТВ,Осетия ТВ,https://www.ossetia.tv/2023/03/07/lobov-vadim-georgievich-universiteta-sinergiya/,2023-03-07T08:00:00+00:00,сниппет Google недоступен,ossetia.tv,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOGQzVDR6MklDam8yT0VIREptSnkwYnk0MGluV3J6UGZXNWdSR0pfMlJMMEc2bUtnNFBDQlFfUlRlWVUwV054M3UxNFVaZHZ1VEM2cGFQckJ2TmlWek4wQmEyOGJWVlhyaDhYRExjSFpKSFp3QmxmT1pHOTZQOENBOFBLWHpJaTli?oc=5,
лобов вадим,19,Вадим Георгиевич Лобов: Выход из Болонской системы сохранит кадровые ресурсы России,Мегаполис — Городская сеть информирования и взаимопомощи,https://megapolisonline.ru/vadim-georgievich-lobov-vyhod-iz-bolonskoj-sistemy-sohranit-kadrovye-resursy-rossii/,2024-02-14T08:00:00+00:00,сниппет Google недоступен,megapolisonline.ru,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMisAFBVV95cUxOSXRWd3hpd3pGc0VXZEVKX1FYZzJ6NUl0ZEl3aUtib052NGhPaEJJd05XbjlrM3JVb0lsZThXZWkyV0EtdElOWGp0MmJtRkszQmNUVmVQNVVyTGpHSnhvc1B4dXpsM0FudVFZQ0pwTTNtNTJYZnpBMEpQd0c5NDAzRVZjaEU0dEZNbk5DeDJVcWgtc2ZrUDVQUTdwaVZQN2ZGY0ZUWEpEaEdIUFJjTGl4Vw?oc=5,
лобов вадим,20,"Арт Россия 2024: Вадим Георгиевич Лобов раскрыл самые ожидаемые события ярмарки, которая пройдет весной",Осетия ТВ,https://www.ossetia.tv/2022/08/31/art-russia-2024/,2022-08-31T07:00:00+00:00,сниппет Google недоступен,ossetia.tv,новостная публикация,высокая: все слова запроса есть в заголовке,False,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9YMWQ2TDV2cmlMMUxDVzJYcFg4SDczbFpWVWgweUpaWXhDbkdCamRreGtZQVktLXdaV3U2Z0syQndVRlRlWm9OdWtYYjhuQ2N5bFA4bC1OSjkzMHBzTS1R?oc=5,
